"id","dam","sire"
"T640752",NA,NA
"X239902",NA,NA
"F459777",NA,NA
"X239805",NA,NA
"20091MP97_SIRE",NA,NA
"20091C62_SIRE",NA,NA
"20091MP87_SIRE",NA,NA
"R639463",NA,NA
"X235137",NA,NA
"J644947",NA,NA
"X239703",NA,NA
"20091EX62B_SIRE",NA,NA
"T640782",NA,NA
"T640798",NA,NA
"T640761",NA,NA
"X239908",NA,NA
"J644955",NA,NA
"T176957",NA,NA
"X240000",NA,NA
"K578761",NA,NA
"X237912",NA,NA
"T640781",NA,NA
"20091SW111_SIRE",NA,NA
"J644959",NA,NA
"X239724",NA,NA
"20091CP32_SIRE",NA,NA
"X661866",NA,NA
"X235632",NA,NA
"T177667",NA,NA
"20091W76_SIRE",NA,NA
"X235635",NA,NA
"E509388",NA,NA
"X237987",NA,NA
"X239958",NA,NA
"20101SW102_SIRE",NA,NA
"T640690",NA,NA
"E509398",NA,NA
"T640655",NA,NA
"X237974",NA,NA
"X235638",NA,NA
"T640675",NA,NA
"20101EX44_SIRE",NA,NA
"X239966",NA,NA
"L315201",NA,NA
"X239961",NA,NA
"L315203",NA,NA
"L315807",NA,NA
"X239736",NA,NA
"20101W27_SIRE",NA,NA
"20101EX51A_SIRE",NA,NA
"X235526",NA,NA
"L315202",NA,NA
"L315208",NA,NA
"X239971",NA,NA
"X239738",NA,NA
"L315204",NA,NA
"L315812",NA,NA
"20101O79_SIRE",NA,NA
"X235597",NA,NA
"X235596",NA,NA
"20101EX50_SIRE",NA,NA
"X237967",NA,NA
"L315211",NA,NA
"20101SW73_SIRE",NA,NA
"L315811",NA,NA
"L315232",NA,NA
"L315437",NA,NA
"20101SW53_SIRE",NA,NA
"L808852",NA,NA
"X239998",NA,NA
"L311268",NA,NA
"X805407",NA,NA
"X805409",NA,NA
"L808677",NA,NA
"L312169",NA,NA
"L312150",NA,NA
"20111EX11_SIRE",NA,NA
"20111O45_SIRE",NA,NA
"T640673",NA,NA
"20111B56_SIRE",NA,NA
"V279628",NA,NA
"L809621",NA,NA
"L808592",NA,NA
"Y033855",NA,NA
"L808082",NA,NA
"X237965",NA,NA
"X805165",NA,NA
"20111SW52_SIRE",NA,NA
"Y034712",NA,NA
"20111SW108_SIRE",NA,NA
"Y034724",NA,NA
"X235505",NA,NA
"L809019",NA,NA
"L315824",NA,NA
"20111SW70_SIRE",NA,NA
"20111SM1_SIRE",NA,NA
"Y034217",NA,NA
"20111B68_SIRE",NA,NA
"L312865",NA,NA
"Y161048",NA,NA
"Y837602",NA,NA
"L171494",NA,NA
"R639318",NA,NA
"L808882",NA,NA
"TP26600",NA,NA
"Y034259",NA,NA
"L808718",NA,NA
"Y031452",NA,NA
"Y035896",NA,NA
"20121MP34_SIRE",NA,NA
"L808903",NA,NA
"Y838317",NA,NA
"Y146320",NA,NA
"Y836964",NA,NA
"20131SW127_SIRE",NA,NA
"Y836952",NA,NA
"20131SW101A_SIRE",NA,NA
"Y035981",NA,NA
"Y161987",NA,NA
"Y838101",NA,NA
"Y160581",NA,NA
"L808853",NA,NA
"20131O104_SIRE",NA,NA
"KR81621",NA,NA
"X235022",NA,NA
"Y160634",NA,NA
"Y146228",NA,NA
"Y034298",NA,NA
"Y162402",NA,NA
"Y839738",NA,NA
"X805656",NA,NA
"Y160631",NA,NA
"Y164645",NA,NA
"Y164955",NA,NA
"Y837333",NA,NA
"X805499",NA,NA
"20131W98_SIRE",NA,NA
"TX42601",NA,NA
"Y162795",NA,NA
"Y838339",NA,NA
"Y033185",NA,NA
"Y161336",NA,NA
"20131SW33_SIRE",NA,NA
"20131P19_SIRE",NA,NA
"Y163957",NA,NA
"TX42642",NA,NA
"20191B141_SIRE",NA,NA
"20191B179_SIRE",NA,NA
"TX42360",NA,NA
"20191B60_SIRE",NA,NA
"20191C10_SIRE",NA,NA
"VF63383",NA,NA
"TL38524",NA,NA
"VS83941",NA,NA
"VN56883",NA,NA
"TW41602",NA,NA
"VH21986",NA,NA
"VF63374",NA,NA
"VZ33785",NA,NA
"VS84201",NA,NA
"VS84211",NA,NA
"VZ32526",NA,NA
"VZ30905",NA,NA
"VJ57890",NA,NA
"VR91196",NA,NA
"20191O61_SIRE",NA,NA
"20191P7_SIRE",NA,NA
"VZ30548",NA,NA
"TL38698",NA,NA
"20191W41_SIRE",NA,NA
"D471250",NA,NA
"VZ31866",NA,NA
"VZ30534",NA,NA
"20181B212_SIRE",NA,NA
"20181C28_SIRE",NA,NA
"VF63384",NA,NA
"VZ29084",NA,NA
"20181CP17_SIRE",NA,NA
"20181CP34_SIRE",NA,NA
"VN85357",NA,NA
"20181EX13A_SIRE",NA,NA
"20181EX17_SIRE",NA,NA
"VH21997",NA,NA
"20181EX32_SIRE",NA,NA
"VZ29483",NA,NA
"20181EX55_SIRE",NA,NA
"20181EX84_SIRE",NA,NA
"D472483",NA,NA
"VB55847",NA,NA
"20181MP73_SIRE",NA,NA
"VH21985",NA,NA
"VH21989",NA,NA
"20181O20_SIRE",NA,NA
"TV44578",NA,NA
"TV44447",NA,NA
"TV44574",NA,NA
"20181O63_SIRE",NA,NA
"TV44575",NA,NA
"Y163358",NA,NA
"TS47634",NA,NA
"20181SW121_SIRE",NA,NA
"TV44475",NA,NA
"20181W2_SIRE",NA,NA
"D473269",NA,NA
"20181W25_SIRE",NA,NA
"20181W44_SIRE",NA,NA
"20181W66_SIRE",NA,NA
"VZ30328",NA,NA
"Z032161",NA,NA
"20171C137_SIRE",NA,NA
"VZ29701",NA,NA
"Z626569",NA,NA
"Z630314",NA,NA
"VZ29312",NA,NA
"20171EX41D_SIRE",NA,NA
"Z032303",NA,NA
"20171EX81A_SIRE",NA,NA
"20171EX88_SIRE",NA,NA
"20171O106_SIRE",NA,NA
"20171O15_SIRE",NA,NA
"Y839237",NA,NA
"20171O30_SIRE",NA,NA
"20171O75_SIRE",NA,NA
"20171O78A_SIRE",NA,NA
"TS47671",NA,NA
"20171SW22_SIRE",NA,NA
"20171W43_SIRE",NA,NA
"Z627890",NA,NA
"TR44796",NA,NA
"Y163128",NA,NA
"D472302",NA,NA
"Z032688",NA,NA
"TP28362",NA,NA
"TX42802",NA,NA
"20161EX39B_SIRE",NA,NA
"Z031583",NA,NA
"Z032602",NA,NA
"TR44774",NA,NA
"TP42632",NA,NA
"TX42499",NA,NA
"20151SM_SIRE",NA,NA
"Y837473",NA,NA
"Y837232",NA,NA
"Z032123",NA,NA
"Z630003",NA,NA
"D471365",NA,NA
"Y839272",NA,NA
"Z630002",NA,NA
"Z030604",NA,NA
"TJ24699",NA,NA
"Z030555",NA,NA
"20151EX43C_SIRE",NA,NA
"D472743",NA,NA
"Z032576",NA,NA
"20151MP64_SIRE",NA,NA
"TL36015",NA,NA
"H300102",NA,NA
"Y162998",NA,NA
"D472310",NA,NA
"20151W10_SIRE",NA,NA
"Z630177",NA,NA
"D472942",NA,NA
"20141C3A_SIRE",NA,NA
"Y839103",NA,NA
"D471763",NA,NA
"Y839182",NA,NA
"20141EX62_SIRE",NA,NA
"L315623",NA,NA
"TP28491",NA,NA
"20141MP3_SIRE",NA,NA
"Y839253",NA,NA
"20141SW26_SIRE",NA,NA
"TY68248",NA,NA
"TW77194",NA,NA
"20211C1_SIRE",NA,NA
"TW77191",NA,NA
"VZ33694",NA,NA
"VZ33891",NA,NA
"TR43330",NA,NA
"PF72109",NA,NA
"VZ31419",NA,NA
"TY68256",NA,NA
"VZ33869",NA,NA
"TY68257",NA,NA
"VZ33859",NA,NA
"TY69096",NA,NA
"PF71360",NA,NA
"VZ33684",NA,NA
"TY68269",NA,NA
"TY68817",NA,NA
"TY68741",NA,NA
"TY68740",NA,NA
"TY69217",NA,NA
"TY70292",NA,NA
"PF71915",NA,NA
"TY69411",NA,NA
"TY69726",NA,NA
"PF72747",NA,NA
"PF72701",NA,NA
"20221O38B_SIRE",NA,NA
"TY69499",NA,NA
"VZ31746",NA,NA
"PF71419",NA,NA
"PF71436",NA,NA
"20221W99A_SIRE",NA,NA
"VZ31776",NA,NA
"TY69814",NA,NA
"PT90305",NA,NA
"20231CP16_SIRE",NA,NA
"20231EX12A_SIRE",NA,NA
"20231EX3_SIRE",NA,NA
"TY70401",NA,NA
"PF72679",NA,NA
"PL91202",NA,NA
"20231EX63_SIRE",NA,NA
"20231EX64_SIRE",NA,NA
"20231EX76_SIRE",NA,NA
"VZ33438",NA,NA
"VZ33464",NA,NA
"20231MP98_SIRE",NA,NA
"20231O32_SIRE",NA,NA
"PT90109",NA,NA
"20231O71_SIRE",NA,NA
"PT90111",NA,NA
"VR27932",NA,NA
"TW41770",NA,NA
"20231SW47_SIRE",NA,NA
"PL91205",NA,NA
"PF72905",NA,NA
"VZ33436",NA,NA
"VR27906",NA,NA
"PF72907",NA,NA
"NN86389","A007877","19852SW128_SIRE"
"VE33123","19881C150_DAM","19881C150_SIRE"
"VE33127","19881C150_DAM","19881C150_SIRE"
"PF72126","TW41875","20211CP20_SIRE"
"TY70596","TS46391","TY70509"
"TY69573","VZ33953","TY69502"
"TY68217","VZ33954","20201W54_SIRE"
"TY68190","TW77003","20201EX35_SIRE"
"TY68169","TY68013","TR42590"
"TY68584","TE80994","VZ33158"
"TW77064","TR43323","VZ30538"
"TY68576","TY68506","20201C61A_SIRE"
"TY68537","TE80998","TY68503"
"TY68543","TE80998","TY68503"
"TY68084","TY68002","TY68001"
"TY69003","TY69001","20201EX9_SIRE"
"TY69007","TY69001","20201EX9_SIRE"
"TY69008","TY69001","20201EX9_SIRE"
"TY70791","TY70705","TY70704"
"TY70056","TY70021","TY70012"
"VZ30825","20181CP21_DAM","VZ30218"
"TL39678","D472301","20181C132_SIRE"
"VJ58988","19931W68_DAM","VH21151"
"VJ58989","19931W68_DAM","VH21151"
"VN57169","H301131","H301132"
"VN56076","F938335","F938388"
"VN56078","F938335","F938388"
"VN57076","VH21172","19931O82_SIRE"
"VJ58902","H300561","H300560"
"VJ58907","H300561","H300560"
"VJ58845","H300558","E509091"
"VJ58869","19931W84_DAM","H300555"
"VJ59971","F952684","19931O12_SIRE"
"VJ59972","F952684","19931O12_SIRE"
"VN56012","19931MP58_DAM","19931MP58_SIRE"
"VN56062","F938386","F938378"
"VJ59472","F938370","VJ57362"
"VN57615","VH21113","F465971"
"VN57616","VH21113","F465971"
"VJ59406","F938374","F938375"
"VJ59926","H303455","H303498"
"VN57545","H300549","H300548"
"VH82989","H303421","H303491"
"VJ58648","F465935","H300542"
"VJ58655","F937893","E956075"
"VJ59808","H303492","19931O76_SIRE"
"VJ59809","H303492","19931O76_SIRE"
"VJ59812","H303492","19931O76_SIRE"
"VJ59813","H303462","19931SW101_SIRE"
"VJ59814","H303462","19931SW101_SIRE"
"VJ59819","H303462","19931SW101_SIRE"
"VH99746","H300537","F952699"
"VH99767","H300525","H300524"
"VH99789","F952689","H300527"
"VH99791","F952689","H300527"
"VH99794","F952689","H300527"
"VN56607","H301515","H301514"
"VB55789","H300521","VH21158"
"VB55790","H300521","VH21158"
"VB55795","H300521","VH21158"
"VH99611","H300541","F465932"
"VH99614","H300541","F465932"
"VJ59134","F833132","19931B63_SIRE"
"VJ59139","F833132","19931B63_SIRE"
"VH82901","19931O21_DAM","F952651"
"VH82919","H303487","H303486"
"VJ59101","F938346","F938345"
"NN30674","H303312","H303301"
"VH82844","H303455","H303456"
"VH99888","F465930","F937933"
"VH99315","F938325","F938339"
"VH99844","VH21135","F465933"
"VH99849","VH21135","F465933"
"VH99874","F952700","F952699"
"VH99876","F952700","F952699"
"VH82468","F952689","F952691"
"VH82472","F952689","F952691"
"VH82473","F952689","F952691"
"VH83894","F833132","F398338"
"VH83900","F833132","F398338"
"VH99305","F938336","F952594"
"VH82355","F465935","F465936"
"VH82722","H303437","H303438"
"VJ57593","F873527","F873528"
"VH82291","F952690","19921W87_SIRE"
"VH83915","F938401","F938334"
"VH83940","F938301","F938331"
"VJ57218","E368896","F874558"
"VJ57219","E368896","F874558"
"NN30801","H303309","H303310"
"VH82127","F937893","E956075"
"VH82130","F937893","E956075"
"VH82583","H303420","H303419"
"VH82596","F952649","H303405"
"VH82598","F952649","H303405"
"VH82085","VH21137","19921CP5_SIRE"
"VH82568","H303407","F491268"
"NN30695","H303314","H303315"
"VJ57101","F938299","F938319"
"VJ57106","F938299","F938319"
"VJ57130","F874793","E984807"
"VJ57542","F873517","F873522"
"VH21322","F464521","19911O38B_SIRE"
"VJ57859","F952576","F491828"
"VJ57863","F952576","F491828"
"VJ57846","F491363","F491916"
"VH84941","F937897","E587198"
"VJ57749","F491498","F874546"
"VH83210","F874639","E956762"
"VH83212","F874639","E956762"
"VH83213","F874639","E956762"
"VH21607","F464282","F464281"
"VH21563","F491498","F464232"
"VE26178","19901P11_DAM","19901P11_SIRE"
"VH21882","F464100","19901XD8_SIRE"
"VH84404","E956992","E956994"
"VH84248","E956474","E956995"
"VH12151","19891XW20_DAM","19891XW20_SIRE"
"VE33469","E956699","E956700"
"VE32858","E906704","E066214"
"VE32861","E906704","E066214"
"VE26354","E984808","19891MP62_SIRE"
"F464343","19891O101_DAM","19891O101_SIRE"
"VE33185","C695272","E984180"
"VE26029","19891SW46_DAM","19891SW46_SIRE"
"VE33128","E984172","E984170"
"VE33122","E984159","C696596"
"VE26636","E181489","E066244"
"VE27619","E956350","E066312"
"VE27629","E956350","E066312"
"VE33674","C716893","E181481"
"VE32509","B068654","19881SW121_SIRE"
"VE27149","VB54400","E066193"
"VE33531","B069976","19881MP2_SIRE"
"VE26501","B068653","C375670"
"VE27101","E067898","E067899"
"VE27041","E067053","C695529"
"VE27042","E067053","C695529"
"VE27058","E066326","C375783"
"VB55806","C695238","E525898"
"VB55294","19871SW108_DAM","E067741"
"VB55298","19871SW108_DAM","E067741"
"VB55428","E067742","E067743"
"VC47150","NN87415","NE93720"
"VC47168","C696274","EO66193"
"VC47133","E067812","19871W31_SIRE"
"VB55208","C695594","C695242"
"VB55241","C695561","B069074"
"NN88473","C375679","C716776"
"VB55155","C695252","C375309"
"VB55156","C695252","C375309"
"VB55175","E067720","C695577"
"VB55182","E067720","C695577"
"VB55183","E067720","C695577"
"VC47077","E066325","C375756"
"VC47081","E066325","C375756"
"VC47082","E066325","C375756"
"NN88535","B068597","JV92667"
"NN88537","B068597","JV92667"
"VB55104","C375626","C375797"
"VC47367","B069976","C375629"
"NN86737","B067949","19871P6_SIRE"
"NN88852","C695701","E066319"
"VB54778","NE95595","C375643"
"VB54785","C375808","C375807"
"VB54788","C375808","C375807"
"NN88700","19871EX41E_DAM","C695695"
"NN88703","19871EX41E_DAM","C695695"
"NN88706","19871EX41E_DAM","C695695"
"NN88712","E067898","E067899"
"NN88713","E067898","E067899"
"NN88716","E067898","E067899"
"VB54715","JV92674","C375685"
"VB54716","JV92674","C375685"
"VB54792","E066227","C375641"
"VB54882","C695630","E066224"
"VB54890","C695609","C375761"
"NN88663","E066206","E066317"
"NN88664","E066206","E066317"
"NN88667","E066316","C716316"
"NN88673","E066316","C716316"
"VB54822","C375749","E066220"
"VB54841","JV92665","E066244"
"VC47317","NE94012","NE93684"
"NN88834","C375777","E135012"
"NN88767","C375699","C695191"
"VB54805","B068653","C375670"
"NN88431","C375773","B068380"
"NN88433","C375773","B068380"
"VB54542","B067864","E066312"
"VB54945","JV92665","B069000"
"VB54285","C695575","E066182"
"NN35853","C695252","C695253"
"NN34834","C695256","C695255"
"NN35836","C695537","C375309"
"NN34826","C375609","C695249"
"VB54363","C695208","C696254"
"VB54316","E066042","E066041"
"NN34804","C695250","B068380"
"NN35726","C375626","C695577"
"NN86409","C375811","C375643"
"NN87986","C375808","C375807"
"NN87987","C375808","C375807"
"NN87989","C375808","C375807"
"NN87990","C375808","C375807"
"NE96074","C695225","B068375"
"NE96075","C695225","B068375"
"NE96076","C695225","B068375"
"NE96082","C695238","BO68367"
"NE96083","C695238","BO68367"
"NE96084","C695238","BO68367"
"NN35637","C375604","C695212"
"NN35642","C375604","C695212"
"NN34639","NE94012","NE93684"
"NN87916","C375689","JV92668"
"NN87917","C375689","JV92668"
"NN87918","C375689","JV92668"
"NN35518","B069592","B069589"
"NN35519","B069592","B069589"
"NN34614","C695199","B067859"
"NN34616","C695199","B067859"
"NN86352","C696800","19851O75B_SIRE"
"NN86702","19851P20_DAM","19851P20_SIRE"
"NN86324","B068656","C696596"
"NN87817","C375398","C696500"
"NN86632","B067950","19851SW80A_SIRE"
"NC10799","B069592","B068249"
"NN86198","C716441","C716440"
"NN86277","C696749","NK59633"
"NN87754","C716441","C716440"
"NN87756","B067132","C716580"
"NN87760","B067132","C716580"
"NN87761","B067132","C716580"
"NN87764","B067132","C716580"
"NN88106","B069592","B068249"
"NC10787","B067827","B069589"
"NN86140","C716315","C716316"
"NN86238","C696549","19851O63_SIRE"
"NN86247","NE96402","19851O107_SIRE"
"NN86093","A725181","NE93720"
"NN86096","A725181","NE93720"
"NN86097","A725181","NE93720"
"NN86098","A725181","NE93720"
"NN86112","C696273","19851W16_SIRE"
"NN86124","C696253","C696254"
"NN86214","A007877","B068344"
"NN86041","C375448","C375449"
"NN86981","A007890","A724428"
"NN88274","JV92663","JV92664"
"NN34792","B067853","B067852"
"NN86511","B067860","B067859"
"NN88184","NN30276","JV92667"
"NN87554","A725181","19841CP26_SIRE"
"NN30486","B068662","A725732"
"NN35322","B069478","B069477"
"NN30373","NN30276","NE93656"
"NN87162","NE93580","NE93598"
"NN87166","NE93580","NE93598"
"NN87168","NE93580","NE93598"
"NN34946","B068555","NC09736"
"NN30323","NE95595","NE95994"
"NE93643","B067122","NE93732"
"NN34526","NE93685","19831B142_SIRE"
"NE96741","NE95980","NE94511"
"NN34337","NE96649","19831SW4_SIRE"
"NN34341","NE96649","19831SW4_SIRE"
"NN34345","NE96649","19831SW4_SIRE"
"NN34382","NE95616","NE95617"
"NN35283","A725632","19831EX62G_SIRE"
"NN34244","NE93652","NE95996"
"NN35203","B067460","B067461"
"NN34133","NE26798","NE95600"
"NN34138","NE26798","NE95600"
"NK59088","NE96638","KR83090"
"NK59160","NE96405","A725360"
"NE93751","KR83086","NE96481"
"NN34050","NE95622","NE93694"
"NN30244","B067130","NE95989"
"NN34006","NE93668","NE95623"
"NK59818","A007150","A007149"
"NN30165","19831W87_DAM","19831W87_SIRE"
"NN30085","B067122","19831W19_SIRE"
"NK59475","NK59385","A007126"
"NK59416","A007124","A007125"
"NE95964","NC09011","NE94511"
"NK59513","NE93811","KR84528"
"NE96543","NE26798","NE95600"
"NE93919","NE93581","NE93596"
"NE93827","NE93584","NE93587"
"NE93831","NE93584","NE93587"
"NE94324","NE94012","NE94009"
"NE94758","NC09991","NC09736"
"NE94531","NE94506","NC09061"
"NE95186","KR83096","19811SW109_SIRE"
"NE94272","NE94006","NE94011"
"NE95130","KR81484","KR83084"
"NE93476","KR83082","KR83080"
"NE93482","KR83081","KR83083"
"NE93483","KR83081","KR83083"
"NE94266","A003799","A003760"
"NE94658","KR81452","NC09575"
"NE93415","19811SW81_DAM","KR83079"
"NE93238","KR84568","KR84569"
"NH38927","19812CP13_DAM","19812CP13_SIRE"
"NH38929","19812CP13_DAM","19812CP13_SIRE"
"NE93127","A003778","A003776"
"NE93106","KR81466","KJ71710"
"NE92891","NE92865","NC09557"
"NC11068","KR84467","KJ73120"
"NE92022","KC96221","19801EX3_SIRE"
"NE92329","19801W94_DAM","A003760"
"NE92466","A003757","A003756"
"NE92304","KJ73148","19801EX34A_SIRE"
"NE92531","A003807","NC09575"
"NE92830","NA21509","NA21192"
"NE92209","KR81302","KR81347"
"NE92213","KR81302","KR81347"
"NC11691","19791C115_DAM","19791C115_SIRE"
"NC11721","19791C135_DAM","19791C135_SIRE"
"NC10299","KJ73141","KR81303"
"NC51999","KJ73141","KR81303"
"NC09803","KR81348","KR81346"
"NC11643","BS44225","KK42241"
"NC11929","BP11039","KR81341"
"NC11936","KR81343","KR81342"
"NC51909","KR81475","KJ73125"
"NC11877","KR81466","KR81468"
"NC10990","19791B225_DAM","KR81457"
"NC10991","19791B225_DAM","KR81457"
"NC11766","KJ73118","KJ73119"
"NC11769","KJ73118","KJ73119"
"NC10462","KR81340","19791CP9_SIRE"
"NC10487","BS08190","19791EX8_SIRE"
"NC10237","NC09496","NC09495"
"NC10440","19791EX17_DAM","19791EX17_SIRE"
"NC10442","19791EX17_DAM","19791EX17_SIRE"
"NC10849","NA21509","NA21192"
"NC10220","KJ73148","19791EX34_SIRE"
"NC10074","NC09008","NC09061"
"NC09169","NA21516","NA22195"
"BJ05960","BS44400","KJ73120"
"NA22733","KJ71697","KC96242"
"NC09258","BS44467","KC96239"
"BS44423","BS08190","NA21280"
"BS44424","BS08190","NA21280"
"NA21922","NA21533","NA21547"
"NA22868","KC97000","19771SW56_SIRE"
"NA21967","NA21549","NA21532"
"NA22822","BS44374","KC96863"
"NA21878","BR62040","BR62256"
"NA21365","NA22049","NA22048"
"NA22577","BS44477","19771W1_SIRE"
"NA21339","BS44660","BS08325"
"NA21679","NA21507","NA21502"
"NA22555","KC96210","KC96218"
"NA21485","BS08475","BP11747"
"NA21566","BP52489","19771MP77_SIRE"
"NA21653","19771EX68_DAM","19771EX68_SIRE"
"NA21672","NA21505","BS08563"
"NA21183","BS44531","BS08228"
"NA22137","BS44545","BS09275"
"NA22120","BS44318","BS44317"
"NA22019","NA22050","BR62846"
"BR62745","BS44379","19761EX47A_SIRE"
"BS44333","BS08441","19761B145_SIRE"
"BS44682","19761O11_DAM","19761O11_SIRE"
"NA21092","BR62040","BR62256"
"NA21069","BP11152","BN34097"
"BJ04639","19761EX3_DAM","19761EX3_SIRE"
"BJ04643","19761EX3_DAM","19761EX3_SIRE"
"BP11843","BP11039","19761W66_SIRE"
"BJ04631","BS44371","19761EX38_SIRE"
"BS44751","19761EX34_DAM","19761EX34_SIRE"
"BS44387","BS44540","BS44542"
"BS44389","BS44540","BS44542"
"BS44272","BS44140","19751EX70_SIRE"
"BS44258","19751W100_DAM","19751W100_SIRE"
"BS44137","19751O38A_DAM","19751O38A_SIRE"
"BS08887","BR62168","BA66417"
"BS08590","BH62522","BP11271"
"BS08606","BN34329","BN34330"
"BS08402","BN34731","BP11273"
"BS08294","BS08286","BP11016"
"BS08298","BS08286","BP11016"
"BR62192","BR62168","BA66417"
"BS08129","BS08010","BS08008"
"BR62436","BR62222","BR62224"
"BS08368","BP11276","BA04605"
"BR62433","BP11152","BN34066"
"BR62104","BR62127","BJ64313"
"BR62084","BJ14462","BH62560"
"BJ05740","BJ05730","BP78513"
"BP11438","BJ05648","BP11284"
"BP11189","BP11175","BP11155"
"BJ05500","BA44515","BC85493"
"BJ05438","BH62524","BN34064"
"BJ05456","BH62518","BJ54736"
"BN34189","BJ54789","BH62215"
"BJ54281","BH62954","BH18480"
"BH18337","BH18301","19701C121_SIRE"
"BJ54095","BH62596","BJ54088"
"BC76433","BH17807","19691W64_SIRE"
"BC76414","BH17805","19691W39_SIRE"
"BH62611","BH62453","BH62478"
"BH62267","BA44515","BC85493"
"BA44549","BA44746","BA44514"
"BC85991","BC85925","19681EX51B_SIRE"
"BC85411","BA44750","BA44753"
"BC85560","BC85062","BA66486"
"BA66540","BA72776","BA44767"
"BC13258","607468","BA47995"
"BC13707","BA44727","19651W100_SIRE"
"BC13104","BA12932","19651B33_SIRE"
"BA42689","BA02133","19631B16_SIRE"
"BA26883","K50734","19621EX13_SIRE"
"BA26771","BA12839","19621EX41A_SIRE"
"BA26633","608502","19621EX49A_SIRE"
"BA01505","19601B96_DAM","19601B96_SIRE"
"NN86118","C696253","C696254"
"VH84944","F937897","E587198"
"VJ58383","H301005","F491916"
"VN56250","H300517","F465936"
"VN56249","H300517","F465936"
"VN56147","19941MP21_DAM","F938368"
"VN56143","19941MP21_DAM","F938368"
"VN56144","19941MP21_DAM","F938368"
"VN85517","J745101","F491427"
"VN56294","H301336","H301337"
"VN85545","F952649","H301106"
"VN57703","H300521","H300548"
"VN57704","H300521","H300548"
"VN57707","H300521","H300548"
"VN86125","F938342","F938387"
"VN86135","F938405","19941MP34_SIRE"
"VN57761","H300515","H301340"
"VN85603","J745151","J745109"
"VN85668","J745107","J745106"
"VN57811","H300525","H300524"
"VN85713","F464578","H301130"
"VN85712","F464578","H301130"
"VN85711","F464578","H301130"
"VN86769","F937863","F937894"
"VN85781","H300558","E509091"
"VE33942","F873546","19941C40_SIRE"
"VN86270","19941MP86_DAM","19941MP86_SIRE"
"VN86271","19941MP86_DAM","19941MP86_SIRE"
"VN86840","H301201","H301350"
"VN86839","H301201","H301350"
"VN86958","H300540","H300545"
"VN86959","H300540","H300545"
"VN86363","19941P21_DAM","H303419"
"VP51245","H301383","H301377"
"VN56428","H300391","F952699"
"VN56396","H301734","H300512"
"VN56390","H301734","H300512"
"VN56392","H301734","H300512"
"VP32153","H301691","H301130"
"VP32156","H301691","H301130"
"VJ59607","F873557","F873551"
"VP51853","19951EX100_DAM","19951EX100_SIRE"
"VN87701","F938417","F938415"
"VP32247","J745184","J745108"
"VP32250","J745184","J745108"
"VN87740","F938399","H303310"
"VP32584","J745187","H301125"
"VJ59648","F873559","VB38309"
"VN87784","19951B8_DAM","F938400"
"VN87944","19951B58_DAM","19951B58_SIRE"
"VR27372","H301730","VB55770"
"VR27370","H301730","VB55770"
"VR26935","J745927","19961EX15_SIRE"
"VR26958","J745932","VN56359"
"VN87879","F938425","F938419"
"VN87878","F938425","F938419"
"VR27512","K578305","H301125"
"VP51377","J745934","J745933"
"VR90013","E018137","E018145"
"VR90116","F952900","19961EX41E_SIRE"
"VR90118","F952900","19961EX41E_SIRE"
"VR27623","K578316","K578317"
"VR27650","K578318","K578320"
"VR26433","F938427","F938432"
"VJ59774","19971C160A_DAM","19971C160A_SIRE"
"VJ59772","19971C160A_DAM","19971C160A_SIRE"
"VP32801","J745165","K604701"
"VR26003","F873572","BP51630"
"VP32767","K604507","19971MP64_SIRE"
"VR90687","J644083","19971W71_SIRE"
"VP32867","VN86437","F952898"
"VP32871","VN86437","F952898"
"VN87422","F873567","F873565"
"VP32790","K604506","K604501"
"VR90961","J644089","J745936"
"VX14021","19971EX3_DAM","E018145"
"VX14154","VN56346","J644092"
"VX14073","VR27722","19971EX35_SIRE"
"VX14192","E509237","19971EX43_SIRE"
"VX14195","E509237","19971EX43_SIRE"
"VR90826","H301808","H301806"
"VR26789","F938447","19971B69_SIRE"
"VH99475","K604511","K604510"
"VX14323","H301383","J746000"
"VX14319","H301383","J746000"
"VX14424","H301746","19971W3_SIRE"
"VN86575","F938335","19971B192_SIRE"
"VX12098","K604715","19971SW27_SIRE"
"VX12192","K604545","19981MP53_SIRE"
"VB55602","J644079","J644078"
"VN57998","J644079","J644078"
"VB55623","H301364","H301956"
"VB55620","H301364","H301956"
"VX12618","NO92467","K578505"
"VX12895","VN56376","K578518"
"VX13678","19981W59_DAM","19981W59_SIRE"
"VR91666","K578504","K578514"
"VR91661","K578504","K578514"
"VX12481","K604571","K604575"
"VR91710","F938621","F938632"
"VR91811","K578544","K578543"
"VS83402","J745056","J745054"
"VS83406","J745056","J745054"
"VS83505","K578135","H300512"
"VR91902","K578558","K578557"
"VR91900","K578558","K578557"
"VN87383","H300003","H300004"
"VN87395","H300005","H300001"
"VN87389","H300005","H300001"
"VN87394","H300005","H300001"
"VS83741","P282313","P282181"
"VS84555","K604570","K578013"
"VS84556","K604570","K578013"
"VS84557","K604570","K578013"
"VS83743","P282313","P282181"
"VS83744","P282313","P282181"
"VN85439","H300007","H300006"
"VN85438","H300007","H300006"
"VN85437","H300007","H300006"
"VS83758","J745055","K604661"
"VR91959","K578562","K604837"
"VS84724","K604549","20001MP77_SIRE"
"VS84727","K604549","20001MP77_SIRE"
"VR91970","K578570","K578569"
"VR91966","K578570","K578569"
